Date,Open,High,Low,Close,Adj Close,Volume
2023-06-20,339.309998,342.079987,335.859985,338.049988,338.049988,26375400
2023-06-21,336.369995,337.730011,332.070007,333.559998,333.559998,25117800
2023-06-22,334.119995,340.119995,333.339996,339.709991,339.709991,23556800
2023-06-23,334.359985,337.959991,333.450012,335.019989,335.019989,23084700
2023-06-26,333.720001,336.109985,328.489990,328.600006,328.600006,21520600
2023-06-27,331.859985,336.149994,329.299988,334.570007,334.570007,24354100
2023-06-28,334.660004,337.980011,333.809998,335.850006,335.850006,20259500
2023-06-29,334.709991,336.109985,332.619995,335.049988,335.049988,16997000
2023-06-30,337.750000,342.730011,337.200012,340.540009,340.540009,26823800
2023-07-03,339.190002,340.899994,336.570007,337.989990,337.989990,12508700
2023-07-05,335.089996,341.649994,334.730011,338.149994,338.149994,18172400
2023-07-06,337.299988,342.989990,335.500000,341.269989,341.269989,28161200
2023-07-07,339.320007,341.790009,337.000000,337.220001,337.220001,21185300
